ad_archive_id,ad_text,lda_topic_keywords,bert_topic_keywords,llm_theme_theme,llm_theme_summ,lda_keywords_llm_truth,bert_keywords_llm_truth,llm_theme_llm_truth,llm_summ_llm_truth,lda_keywords_human_truth,bert_keywords_human_truth,llm_theme_human_truth,llm_summ_human_truth
1298571137990523,"We were featured on Delmarva Life again! Our brand-new community solar farm in Salisbury, Maryland broke ground earlier this month and we're still celebrating the 1.7M KW of renewable energy that it will produce.","energy, electric, ev, arizona, vehicle","county solar, solar project, burt county, beeline solar, beeline, allen county, burt, county, nicholas county, energy center","**""Solar energy advocacy""**",Solar energy advocacy,No,Yes,Yes,No,TRUE,FALSE,FALSE,FALSE
642542948700824,"💰 EARN 6-10% MONTHLY RETURNS – HANDS-FREE!💰 
The Permian Basin is fueling America’s energy future, and now YOU can claim your stake!
With horizontal drilling, production is 5-6x higher with 90% less risk than traditional wells!
🔥 Why Investors Are Rushing In:
✅ 20-25 Years of Passive Income 
✅ High-Yield Returns – 6-10% Monthly!
✅ Major Tax Advantages – Up to 90% Write-Offs in Year 1!
✅ 85% of U.S. Oil Comes from the Permian Basin
🚀 Start drilling by June – Don’t miss your shot at oil wealth!
📩 Click below to secure your stake today!","tax, energy, bill, credit, cost",,"**""Oil industry promotion""**",Propane advocacy,No,Yes,Yes,No,FALSE,FALSE,TRUE,FALSE
629658732848549,"What a story! Education and Industry working together in Carlsbad High School's Energy Pathway curriculum, to build tomorrow's oil and gas workforce in New Mexico! We're so proud of teachers like Hannah VanScotter and her industry partners as they prepare students for the amazing opportunities ahead in New Mexico's oil and gas industry.
-
-
#nmoga #education #STEM #AmericanEnergy #NewMexico #permianbasin","gas, oil, natural, big, industry","stem, txoga, natural gas, north dakota, www txoga, txoga org, org podcast, colorado, oil natural, gas industry","**""Oil industry promotion""**",Agriculture policy updates,Yes,Yes,Yes,No,FALSE,FALSE,TRUE,TRUE
3597692690531595,"Join us as we take a major step in our legal challenge of Orange County Board of Supervisors' approval of the disastrous Wilderness Crossing development. This massive project would forever alter 2,600 acres of land on the border of the Wilderness battlefield, the site of the first clash between Ulysses S. Grant and Robert E. Lee.

Video produced by The Piedmont Environmental Council.,Join us as we take a major step in our legal challenge of Orange County Board of Supervisors' approval of the disastrous Wilderness Crossing development. This massive project would forever alter 2,600 acres of land on the border of the Wilderness battlefield, the site of the first clash between Ulysses S. Grant and Robert E. Lee.

Attendees will have to opportunity to hear firsthand the details of our charges that the approval of this development was conducted without sufficient opportunity for public input.

Video produced by The Piedmont Environmental Council.","planning, property, development, commission, developer",,"**""Public climate input""**",Pro-forest climate action,Yes,Yes,No,No,FALSE,FALSE,FALSE,FALSE
1607044249894086,"Call for reading: 
HEXACO Traits, Emotions, and Social Media in Shaping Climate Action and Sustainable Consumption: The Mediating Role of Climate Change Worry
By Stefanos Balaskas
From @[100064758156699:2048:Πανεπιστήμιο Πατρών University of Patras] 
👉 https://t.ly/0A8_C","climate, change, action, crisis, weather",,"**""Climate education advocacy""**",Climate education advocacy,Yes,Yes,No,No,FALSE,FALSE,TRUE,TRUE
1357319832020590,"🌱 Building a better, greener future starts with us! From clean energy jobs to resilient infrastructure, we’re making sustainability work for EVERYONE. Let’s lead the way to a thriving, eco-friendly Queens🌍💪 #GreenQueens #SustainableFuture #UnionStrong #ClimateAction #CleanEnergy #ResilientCommunities #EcoFriendlyEconomy #QueensForward","future, sustainable, together, let, build","sustainability, 2024 sustainability, tüv, targets, credibility, establishment new, responsibility strategic, highlights report, targets achievements, bring sustainability","**""Pro-clean energy""**",Clean energy boom,Yes,Yes,Yes,Yes,FALSE,FALSE,FALSE,FALSE
473372978760419,"I'm honored to serve portions of Plymouth and Maple Grove in the State House, and I'm proud of our work these past few years. Here are just a few highlights from the 2023-24 session, we have made great progress but still have more work to do.

You can follow along with my work at the Capitol by signing up for my email newsletter at the link below.","sustainable, initiative, committed, community, resource","city council, council, city, mayor, ward, alderman, berwyn, public safety, mclean, mclean county","**""Local civic engagement""**",Agriculture policy updates,No,No,Yes,No,FALSE,FALSE,FALSE,FALSE
962486619090685,"Big change happens at the local level—and your vote makes it possible. Let’s keep pushing forward for safer neighborhoods, smarter development, and stronger families. Vote May 3 to re-elect Councilwoman Phyllis Viagran!","planning, property, development, commission, developer",,"**""Local civic engagement""**",Pro-childcare candidates,No,No,Yes,No,TRUE,TRUE,TRUE,TRUE
834713262081231,"#NaturalResources 🌿In recent years, Linze County, Zhangye City, Gansu Province, has given full play to its advantages in wind and solar resources and completed 13 new energy projects of wind and solar power successively, promoting the county’s economic development and helping rural revitalization.#Chinascenery #Chinatourism #TravelinGansu #GansuCulture","million, project, facility, year, site",,"**""Solar energy advocacy""**",Solar energy advocacy,Yes,No,No,No,FALSE,FALSE,FALSE,TRUE
1035973481229920,"@[100063507584714:2048:Chico News & Review]'s Best of Chico special edition is celebrated for showcasing the extraordinary individuals and businesses who infuse our community with vitality and compassion. The nominations of Charles Withuhn, Addison Winslow, and Ashley-Michelle Papon for Best Activist exemplify Chico's unique spirit, where passionate citizens drive real, impactful change. Let’s get to know these nominees better so that you can cast your vote proudly–voting, after all, is crucial in honoring these champions of progress. Cast your vote: https://bestofchico.newsreview.com/community

🌟 **𝐀𝐝𝐝𝐢𝐬𝐨𝐧 𝐖𝐢𝐧𝐬𝐥𝐨𝐰: 𝐁𝐞𝐬𝐭 𝐀𝐜𝐭𝐢𝐯𝐢𝐬𝐭 𝐚𝐧𝐝 𝐁𝐞𝐬𝐭 𝐋𝐨𝐜𝐚𝐥 𝐎𝐟𝐟𝐢𝐜𝐢𝐚𝐥 𝐅𝐢𝐧𝐚𝐥𝐢𝐬𝐭** 🌟

Chico’s favorite son, @[100084255104910:2048:Councilmember Addison Winslow] has journeyed from passionate activist to City Council member and his work is nothing short of transformative. With nearly a decade of dedication behind the scenes, Winslow has reshaped Chico’s landscape with his progressive vision.

From leading vital mutual aid during the pandemic to championing sustainable policies and affordable housing, Winslow’s impact is profound. His innovative approach to ""compact urban growth"" and unwavering commitment to equity set a high bar for community activism.

As a finalist for Best Activist, Winslow embodies the spirit of change and resilience, driving Chico toward a brighter, more inclusive future. 💪🏼 

Learn more about Addison and his work here: https://www.standupforchico.com/news/chico-news-and-review-best-of-chico-best-activist-and-best-city-official-nominee-addison-winslow

#ChicoHeroes #CommunityChampion #BestOfChico #StandUpChico #WeAreChico 

𝐇𝐞𝐥𝐩 𝐮𝐬 𝐤𝐞𝐞𝐩 𝐝𝐨𝐢𝐧𝐠 𝐭𝐡𝐢𝐬 𝐰𝐨𝐫𝐤:

✅ Follow us

✅ Like and share our posts and newsletters

✅ Sign up for our newsletter: https://www.standupforchico.com/join-us

And ... please consider donating. The upcoming election is critical to our community and while we are all-volunteer run, it still costs money to do this work. 😀💪

✅ Donate: https://secure.actblue.com/donate/standupchico","one, people, thing, get, u","city council, council, city, mayor, ward, alderman, berwyn, public safety, mclean, mclean county","**""Pro-climate candidate""**",Agriculture policy updates,No,No,No,No,FALSE,TRUE,FALSE,FALSE
1516031675726890,"Higher taxes. Open borders. Endorsed by radicals. Evonne Hopkins is just plain alarming.,Higher taxes. Open borders. Endorsed by radicals. Evonne Hopkins is just plain alarming.,Higher taxes. Open borders. Endorsed by radicals. Evonne Hopkins is just plain alarming.,Higher taxes. Open borders. Endorsed by radicals. Evonne Hopkins is just plain alarming.","discover, open, top, still, priority","kamala, kamala harris, harris, fracking, fighter, abolishing, ban fracking, vote harris, patsy, liberal","**""Pro-climate candidate""**",Energy cost alarm,No,No,No,No,FALSE,FALSE,FALSE,FALSE
2012703562866562,"Join us Tuesday, August 26 at 6 PM for the Joint Environment Town Hall. Delegate Nadarius Clark and I are partnering with the Virginia League of Conservation Voters and EDF Action Virginia to bring together community members, advocates, and policymakers to assess Virginia’s environmental health, highlight recent policy wins, and chart a path forward for a cleaner and more resilient Commonwealth.","solution, science, innovative, approach, challenge",,"**""Local civic engagement""**",Public climate input,No,No,Yes,Yes,FALSE,FALSE,TRUE,TRUE
1057409776032588,Be part of the solution! A well-paying career in nuclear energy not only contributes to the climate solution but also supports a diverse workforce. Let’s build America’s clean energy future together.,"future, sustainable, together, let, build","nuclear, nuclear energy, nuclear power, career nuclear, career, nuclear industry, reactors, clean reliable, nuclearenergy, nuclear plant","**""Pro-nuclear advocacy""**",Pro-nuclear advocacy,Yes,Yes,Yes,Yes,FALSE,FALSE,FALSE,FALSE
504851478980909,"The U.S. solar industry is rapidly growing, with solar manufacturing capacity now reaching 31 gigawatts (GW) due to federal policies like the Inflation Reduction Act of 2022. Over the past two years, 75 GW of new capacity has been added to the grid, representing 36% of all solar capacity in U.S. history. States like Texas and Florida are leading solar growth.

Harness the power of solar energy in Central Florida with ProSolar Systems—where sustainability meets innovation. Visit https://prosolarcentralflorida.com/ today ☀️

Read full article: https://energynews.pro/en/the-u-s-solar-boom-an-energy-revolution-in-the-making/

#SolarNews #SolarEnergy #SolarPanels #ProSolar","solar, energy, state, program, power","solar manufacturing, 100064568869046, 100064568869046 2048, industries association, 2048 solar, energy industries, gigawatts, america building, capacity, economy need","**""Solar energy advocacy""**",Solar energy advocacy,Yes,Yes,Yes,Yes,FALSE,FALSE,FALSE,FALSE
1220168579013688,"Interested in kickstarting your nuclear advocacy journey but not sure where to start? We are creating an online space for just that.  

See for yourself ➡️ @nuclearmatters","future, sustainable, together, let, build","nuclear, nuclear energy, nuclear power, career nuclear, career, nuclear industry, reactors, clean reliable, nuclearenergy, nuclear plant","**""Pro-nuclear advocacy""**",Pro-nuclear advocacy,Yes,Yes,Yes,Yes,FALSE,FALSE,TRUE,FALSE
1100001381689944,"Highly Anticipated Book Release by Quacy L. Smith!!!! 
We live in an era of exceptional challenges—climate crises, widening social divides, economic instability, and political unrest. The Challenge We Face unpacks these complex issues in a way that's accessible and engaging for everyone. With stories from around the world, the author connects the dots between these global problems and our everyday lives, revealing how deeply intertwined they are. But this book doesn't just diagnose the issues; it offers a vision of hope and actionable steps to create change. Whether you're new to these topics or have been following them for years, The Challenge We Face invites you to see the world differently and join the growing movement of people committed to building a better future. Available for purchase on Amazon, Barnes & Noble, and other booksellers.","future, sustainable, together, let, build",,"**""Climate crisis advocacy""**",Pro-infrastructure investment,Yes,No,No,No,TRUE,FALSE,TRUE,TRUE
675241181652971,"This year, the state legislature passed several bills aimed at moving Virginia forward on the path to 100% clean energy. Just as importantly, these bills worked to tackle two challenges facing Virginia right now: high electric bills in the present and massive demand for new energy in the years to come.","would, state, said, public, also","virginia, virginia clean, youngkin, energy virginia, economy act, clean economy, virginians, virginia gov, https energy, virginia energy","**""Clean energy advocacy""**",Propane advocacy,No,Yes,Yes,No,TRUE,FALSE,TRUE,FALSE
493704653829183,"When Kim Konikow set out to find her forever home, her search ended in Fergus Falls — a community that ""just felt right."" Drawn by its vibrant arts scene and welcoming spirit, Kim now shares her own cultural traditions with her new neighbors. 

Through events like “Latkes and Hanukkah Traditions,” she invites the community to connect, cook, and celebrate together. “Sharing our cultures lessens the fear of the unknown,” she says. “It helps us be more welcoming.” 

Read Kim’s story and see how one person’s journey can inspire a community.,When Kim Konikow set out to find her forever home, her search ended in Fergus Falls — a community that ""just felt right."" Drawn by its vibrant arts scene and welcoming spirit, Kim now shares her own cultural traditions with her new neighbors. 

Through events like “Latkes and Hanukkah Traditions,” she invites the community to connect, cook, and celebrate together. “Sharing our cultures lessens the fear of the unknown,” she says. “It helps us be more welcoming.” 

Read Kim’s story and see how one person’s journey can inspire a community.,When Kim Konikow set out to find her forever home, her search ended in Fergus Falls — a community that ""just felt right."" Drawn by its vibrant arts scene and welcoming spirit, Kim now shares her own cultural traditions with her new neighbors. 

Through events like “Latkes and Hanukkah Traditions,” she invites the community to connect, cook, and celebrate together. “Sharing our cultures lessens the fear of the unknown,” she says. “It helps us be more welcoming.” 

Read Kim’s story and see how one person’s journey can inspire a community.,When Kim Konikow set out to find her forever home, her search ended in Fergus Falls — a community that ""just felt right."" Drawn by its vibrant arts scene and welcoming spirit, Kim now shares her own cultural traditions with her new neighbors. 

Through events like “Latkes and Hanukkah Traditions,” she invites the community to connect, cook, and celebrate together. “Sharing our cultures lessens the fear of the unknown,” she says. “It helps us be more welcoming.” 

Read Kim’s story and see how one person’s journey can inspire a community.","future, sustainable, together, let, build",,"**""Local civic engagement""**",Propane advocacy,No,Yes,Yes,No,FALSE,FALSE,TRUE,TRUE
1912607192614415,"Building Hope, Building Community.

Our Hope Builders are a dedicated group of compassionate supporters of Habitat St. Johns, like you, who are making a tangible difference in the lives of families in St. Johns County every month.

As a Hope Builder, your ongoing, automatic monthly contribution provides a reliable source of funding that allows Habitat St. Johns to plan long-term projects, respond to urgent needs, and budget more effectively, thereby strengthening your impact.

This consistent support is crucial for creating sustainable, life-changing outcomes—helping families move from instability to security and from uncertainty to hope. By becoming a Hope Builder, you’re not just donating; you’re investing in the future of these families.

Join our Hope Builders at https://habitatstjohns.charityproud.org/GiveMonthly.

Thank you, for all you do to help us make a difference in our community!","thank, help, today, support, donate","housing, hampton, housing solutions, vivienda, st johns, johns, habitat humanity, affordable housing, fight housing, johns county","**""Green building advocacy""**",Green building advocacy,Yes,No,No,No,,,,
396834650114902,"Tired of the status quo? Community-led change is THE game-changer. From global crises to climate action, we're your go-to for the latest updates and ways to support local heroes. 🦸‍♂️ #CommunityLedChange #ImpactfulAction","climate, change, action, crisis, weather",,"**""Local civic engagement""**",Local civic engagement,Yes,Yes,Yes,Yes,TRUE,FALSE,TRUE,TRUE
512267281476832,"Advantages of Flatpack Containers

At Herocont, we believe in solutions that simplify your business. Our flatpack containers are designed to meet your operational needs!

🚚 Efficient Transportation: Ease of transport, flatpack containers minimize shipping costs, allowing you to allocate resources more effectively.

🛠️ Fast Assembly: Maximize productivity with our flatpack containers, that can be assembled swiftly by your team, ensuring minimal disruption to your workflow.

🔄 Adaptable Design: Whether you need office space, storage, or temporary facilities, flatpack containers provide flexible solutions that can adapt to your evolving business requirements.

🌍 Sustainable Choice: Reduce your carbon footprint with our eco-friendly containers, made from recyclable materials and designed to lower transportation emissions.

Partner with Herocont to enhance your business operations with cost-effective and sustainable flatpack container solutions. Let’s innovate together! 🤝

www.herocont.com
info@herocont.com

#Herocont #prefabricated #modular #building #solutions #flatpackcontainer #flatpack #container #modularcontainer #portable #accommodation #office #officecontainer #storagecontainer #dormitorycontainer #mobileraumsysteme #bungalow #bungalowdechantier #conteneurdechantier #conteneur #Conteneurdechantierenkit #conteneurspréfabriqués #chantier #baseviechantier #casasprefabricadas #modularsolutions #prefabricados #casacontenedor #contenedor #modulos","product, material, mental, feel, police",,"**""Green construction reform""**",Green building advocacy,No,Yes,No,Yes,FALSE,TRUE,TRUE,TRUE
1028212388906985,URGENT: President Trump and his allies in the fossil fuel industry want to sell America’s beloved public lands for corporate profit. Add your name NOW to help us stop them.,"trump, president, administration, fight, back",,"**""Anti-offshore drilling""**",Propane advocacy,Yes,No,No,No,FALSE,FALSE,TRUE,TRUE
1407821380415236,"Dairy farms are all about preserving natural resources! From recycling water💧 to reusing manure 💩 as natural fertilizer in the fields, dairy farms in New York State are all working towards a more sustainable future.

#dairy4good #dairy #newyork","farm, farmer, family, agriculture, iowa","dairy, food, soil, milk, meat, agriculture, soil health, farming, cocoa, regenerative","**""Sustainable farming progress""**",Sustainable farming progress,Yes,Yes,Yes,Yes,FALSE,TRUE,TRUE,TRUE
1559466194987164,"We’re committed to Environmental Justice & Social Equity so no community is left behind in our clean energy future.,We’re committed to Environmental Justice & Social Equity so no community is left behind in our clean energy future.","energy, clean, power, support, job",,"**""Clean energy advocacy""**",Clean energy boom,Yes,Yes,Yes,Yes,FALSE,FALSE,TRUE,FALSE
4245710805675035,"💫 Exciting Announcement! 💫

We are proud to introduce Valencia Gunder @[17841401627592865:6057:@valenciagunder] as our Black Prides United 2025 Grand Marshal! 🎉

A proud multi-generational resident of Miami’s Liberty City, Valencia is a trailblazer dedicated to community empowerment and social justice. She serves as co-director of The Smile Trust @[17841401497893386:6057:@smiletrustinc] , executive director of The Black Collective and The Freedom Lab, and founder of the Community Emergency Operations Center — organizations that reach across the US South and the Caribbean from their home base in Liberty City.

For over 15 years, Valencia has been a vital force supporting low-wealth communities facing climate change impacts. Her leadership has facilitated over 500,000 wellness checks and the distribution of $7 million in supplies to those in need across the US South and the Caribbean.

Black Prides United 2025 takes place October 9-12!
Join us on Saturday, October 11, at Esplanade Park in Fort Lauderdale, FL, for the Unity Block Festival, where Valencia will also be honored with Afro Pride’s Philanthropy Award.

Let’s come together to celebrate her incredible work and the vibrant Black community! 💙✊🏿

#BlackPridesUnited #GrandMarshal #UnityBlockFestival #Miami #FortLauderdale #LibertyCity #BlackExcellence #CommunityLeadership #AfroPride #Philanthropy #ClimateJustice","health, care, community, child, family",,"**""Women-led climate action""**",Women-led climate action,No,Yes,Yes,No,FALSE,FALSE,FALSE,FALSE
3763753903887890,"Thousand Friends of Martinez endorses the following candidates and bonds.  

To see our Election Forum, click below: https://www.youtube.com/watch?v=LAGq4fhLC4k

Mike Barbanica – County Supervisor District 5 - https://thousandfriendsofmartinez.org/files/Barbanica2024.pdf
Dylan Radke – Martinez City Council District 2
https://thousandfriendsofmartinez.org/files/RadkeBio2024.pdf
Logan Campbell – MUSD District 1
https://www.loganformartinez.com/
Measure O – MUSD Bond
https://thousandfriendsofmartinez.org/files/MeasureO.pdf
Proposition 4 – Climate Bond
https://www.nature.org/en-us/about-us/where-we-work/united-states/california/stories-in-california/climate-change-resilience/

FPPC# 1381454","read, good, http, mountain, oregon",,"**""Pro-clean energy""**",Save the Arctic,No,Yes,No,No,FALSE,TRUE,TRUE,TRUE
670023682566791,Rep. Kean just voted for a total repeal of clean energy investments – gutting American-made energy to fund tax cuts for billionaires. Tell Rep. Kean to protect our jobs.,"tax, energy, bill, credit, cost","jobs rep, just voted, tell rep, total repeal, cuts billionaires, fund tax, repeal clean, energy fund, people tax, just rich","**""Pro-clean energy jobs""**",Pro-clean energy jobs,No,Yes,Yes,Yes,FALSE,FALSE,FALSE,TRUE
904302581567844,"Basil 
Sürdürülebilir & Yerel 
Pratik & Sağlıklı Restoran
@tastebasil ’in Bilkent tasarımında sadeliği ve sürdürülebilirliği ön planda tuttuk. Tıpkı Basil’in bowl’larında olduğu gibi, malzeme seçimi ve inşa sürecinde doğaya saygılı yaklaşımlar benimsedik ve karbon emisyonunu minimuma indirmeyi hedefledik.
-
Basil
Sustainable & Local
Fast Fine Restaurant
In the design of @tastebasil ’s Bilkent location, we prioritized simplicity and sustainability. Just like in Basil’s bowls, we adopted eco-friendly approaches in material selection and construction processes, aiming to minimize carbon emissions.

Tasarım Ekibi / Design Team:
STUDIO IS 
ASMA Mimarlık
Sercan DENİZ 

#tastebasil#basil#bilkentcenter#bilkent#ankara#turkey#studiois#architecture#design#sustainablearchitecture#mimarlik#tasarım","emission, carbon, new, supply, reduce",,"**""Green building advocacy""**",Green building advocacy,Yes,Yes,Yes,Yes,TRUE,FALSE,TRUE,TRUE
1789186728667368,"At COSP18: Advancing a Legacy of Empowerment
Dr. Madan Kundu, drawing on decades of global experience in rehabilitation, reflects on how the UAE is shaping the future of inclusive employment—turning principles of empowerment into sustainable opportunities for People of Determination, inspired by the enduring legacy of pioneers like Helen Keller.","future, sustainable, together, let, build",,"**""Pro-childcare candidates""**",Pro-recycling advocacy,No,Yes,No,No,FALSE,FALSE,TRUE,TRUE
1197993861490322,"This is what happens when you let politics, not reality, dictate energy policy.

""The net result of German politicians’ shortsightedness in phasing out nuclear power is a vastly pricier grid. The new analysis shows that if Germans simply maintained their 2002 fleet of reactors through 2022, they could have saved themselves roughly $600 billion Euros. Why so much? Well, in addition to their construction costs, renewables required expensive grid upgrades and subsidies.""

https://www.realclearscience.com/articles/2024/08/27/study_quantifies_germanys_disastrous_switch_away_from_nuclear_power_1053889.html","work, need, working, people, better","nuclear, nuclear energy, nuclear power, career nuclear, career, nuclear industry, reactors, clean reliable, nuclearenergy, nuclear plant","**""Pro-nuclear advocacy""**",Pro-nuclear advocacy,No,Yes,Yes,Yes,TRUE,TRUE,TRUE,FALSE
576423661381477,Vote Roman for NMC Trustee #SustainableSolutions #VoteRoman #traversecity,"vote, election, district, candidate, voting",,"**""Clean energy advocacy""**",Pro-solar advocacy,Yes,No,Yes,No,FALSE,FALSE,TRUE,FALSE
2031665667348386,"The Amazon is burning, and its future is at risk. Indigenous communities are on the front lines.

Donate today, and your gift will be doubled up to $50,000, supporting firefighting efforts and Indigenous-led solutions. All donations will be doubled up to $100,000 from now until midnight on December 31!

Join the fight to protect the Amazon and our planet's future.","thank, help, today, support, donate",,"**""Pro-forest climate action""**",Ocean conservation call,Yes,Yes,Yes,No,FALSE,TRUE,FALSE,FALSE
1003487145029868,"400 Jobs. Lower energy bills for Alaska families. Thank Senator Murkowski for backing American-made clean energy!400 Jobs. American-made Clean Energy Works!,400 Jobs. Lower energy bills for Alaska families. Thank Senator Murkowski for backing American-made clean energy!400 Jobs. American-made Clean Energy Works!,400 Jobs. Lower energy bills for Alaska families. Thank Senator Murkowski for backing American-made clean energy!400 Jobs. American-made Clean Energy Works!,400 Jobs. Lower energy bills for Alaska families. Thank Senator Murkowski for backing American-made clean energy!400 Jobs. American-made Clean Energy Works!,400 Jobs. Lower energy bills for Alaska families. Thank Senator Murkowski for backing American-made clean energy!400 Jobs. American-made Clean Energy Works!","tax, energy, bill, credit, cost","american clean, backing, thank congressman, stronger secure, jobs stronger, jobs lower, congressman, family farms, thank senator, 000 jobs","**""Pro-clean energy jobs""**",Clean energy boom,Yes,Yes,Yes,Yes,FALSE,FALSE,FALSE,FALSE
608973282271396,"“We’ve heard really difficult stories about boom and bust in the mining industry, but that has never been because of the enforcement of pollution standards.”
—Paula Maccabee, WaterLegacy Executive Director and Counsel

Catch up on what happened at the MPCA’s public meeting in Virginia last night:
https://www.duluthnewstribune.com/news/local/at-iron-range-hearing-miners-warn-of-closures-if-wild-rice-rule-enforced","value, august, conservative, louisiana, mining","water, river, rivers, drains, storm, stormwater, wastewater, clean water, storm drains, lake","**""Methane regulation push""**",Clean air advocacy,No,Yes,No,No,FALSE,FALSE,TRUE,TRUE
1233528734975788,"📐 Introducing Victoria Saracco — Our Newest 39er

If you've ever stood in the shadow of a building and felt the spirit of a city embedded in its walls, then you've already felt the kind of work Victoria believes in.

A born-and-raised Galvestonian, Victoria is an architectural designer whose passion for sustainable, human-scale design was shaped by childhood memories in her grandparents’ loft in the Old Daily News Building—a structure that weathered the 1900 storm, Hurricane Ike, and now, the next generation’s vision for Galveston’s future.

At just 25, she’s already thinking beyond blueprints. Victoria sees our island not as a relic or tourist stop, but as a place with untapped potential for live-work communities, revitalized commercial spaces, and design that reflects the soul of the people who live here—not just those who visit.

She's deeply rooted in Galveston's story—from MREs after the storm to over-the-head headphones at MOD—bringing both resilience and edge to every space she touches.

Welcome, Victoria. We're honored to have your voice, your vision, and your velocity as a part of the 39ers.

This is the new Galveston. And she is building it.","city, resident, council, housing, community",,"**""Green building advocacy""**",Green building advocacy,Yes,Yes,No,No,FALSE,FALSE,TRUE,FALSE
1319479289297114,"The time to act on climate change is now.

Together, we can champion renewable energy solutions like the Harvest Hills Wind Project.

Sign the petition below to make your voice heard.","climate, change, action, crisis, weather",,"**""Clean energy advocacy""**",Pro-nuclear advocacy,Yes,No,Yes,No,FALSE,FALSE,TRUE,TRUE
766564799441722,"Should Democrats move to the right? Absolutely not. That's morally wrong and bad politics.

The real lesson of 2024 is that Democrats must become an anti-establishment party ready to shake up the system on behalf of working people.","work, need, working, people, better",,"**""Climate voter mobilization""**",Local civic engagement,No,Yes,No,No,,,,
456837144021878,"We’re steadfast in our commitment to nonviolence and our belief in the transformative power of love to overcome conflict and oppression.  

Help fund emergency response efforts. Support communities facing violence, poverty, and oppression. Start your monthly donation by Sept. 30 to let us know we can count on your support in the year ahead.,We’re steadfast in our commitment to nonviolence and our belief in the transformative power of love to overcome conflict and oppression.  

Help fund emergency response efforts. Support communities facing violence, poverty, and oppression. Start your monthly donation by Sept. 30 to let us know we can count on your support in the year ahead.","sustainable, initiative, committed, community, resource","unicef, artisans, children, hunger, nigeria, aid, pierre, generosity, playground, soldiers","**""Clean water advocacy""**",Pro-recycling advocacy,Yes,Yes,No,No,FALSE,FALSE,FALSE,FALSE
2091006974644456,"2025 is likely to be a year of pivotal changes in the oil & gas industry. 

With the new U.S. administration, the focus on boosting production may lead to a rollback of recent environmental regulations, opening new avenues for growth and investment.

Click for the emerging trends and predictions we see for the oil & gas industry.","market, report, financial, potential, key",,"**""Oil industry promotion""**",Oil industry promotion,Yes,No,Yes,No,FALSE,FALSE,TRUE,TRUE
1813170249519353,Yakima County News: Apple orchards face compounding threats from climate change.,"climate, change, action, crisis, weather","dairy, food, soil, milk, meat, agriculture, soil health, farming, cocoa, regenerative","**""Sustainable farming progress""**",Sustainable farming progress,No,Yes,No,No,TRUE,FALSE,TRUE,TRUE
700076159354759,"Say goodbye to those Blue Little Pills and Honey Packs! 👋👋

✅ Boosts Energy and Stamina

✅ Improve cognitive function and memory

✅ Help reduce stress and anxiety.

✅ Reduces Inflammation.

✅ Supports Immune System.

✅ Improves Sexual Health

✅ Promotes Healthy Aging","health, care, community, child, family","protein, liver, metabolism, blood, fat, body, brain, naturally, vitamin, mood","**""Ethical fashion advocacy""**",Anti-fracking activism,No,No,No,No,FALSE,FALSE,TRUE,FALSE
2685721594940628,"On this college football Saturday we're sorry to report that Texas isn't just beating Michigan on the field, they are also beating us in the energy race. Read how Texas has been building solar and energy storage to ensure reliability across the Lone Star state. Michigan needs to catch up!","solar, energy, state, program, power","michigan, michiganders, dte, whitmer, michigan clean, ann arbor, lansing, energy michigan, jobs michigan, arbor","**""Solar energy advocacy""**",Pro-solar advocacy,Yes,No,Yes,Yes,FALSE,TRUE,TRUE,FALSE
1041312964783580,"This is simply surreal. And whatever “national energy emergency” the administration is referring to is completely beyond us. In 1970, approximately 46% of US energy production came from burning coal. In 2025 it reached an all-time low of 15%. That’s 2% less than wind and solar. Florida has recently phased out virtually all of its former coal-burning power plants. Any new coal production in the US will almost certainly be for export to countries that still use coal for a large share of their energy production. And if you’re complaining about their emissions, you’re also complaining about the burning of US coal outside our country. Our planet only has one atmosphere.

We will do a follow-up post on recent changes the administration has made to regulations on things like coal ash and where the waste from coal mines can be dumped. This is a very sorry step in the wrong direction.

Our follow-up post will also include information on how emissions from coal plants elsewhere end up contributing large amounts of mercury to Florida’s ecosystems.","would, state, said, public, also","coal, miners, coal mining, st charles, miner, coal miners, coal plant, coal industry, coal plants, msha","**""Anti-coal advocacy""**",Anti-coal advocacy,No,No,Yes,Yes,FALSE,FALSE,FALSE,FALSE
491939140678827,"🍀 Davis-area 4-H alums: Our friends at @[100064813625917:2048:California 4-H] are hosting a Happy Hour to (re)connect with old and new friends. Find more information on their page, and RSVP here: bit.ly/4halumandfriends-davis  
 
Flyer @[100064813625917:2048:California 4-H]:","day, book, end, art, enjoy","na team, edpr na, edpr, na, ffa, flyer, team, white county, randolph county, randolph","**""Agriculture policy updates""**",Agriculture policy updates,No,No,No,No,FALSE,FALSE,TRUE,FALSE
7630904583701765,"Breaking News: Due to current water pollution, many people have been infected by parasites, resulting in skin ulcers, illnesses, and even deaths. Governments are taking this issue very seriously. In response, renowned nutritionist and medical doctor Barbara O'Neill has developed a product that can prevent and kill these parasites, helping to protect people from further infections.","year, last, time, decade, even",,"**""Clean water advocacy""**",Ocean conservation call,No,Yes,No,No,FALSE,FALSE,FALSE,FALSE
