cluster,topk_rank,ad_archive_id,probability,page_name,ad_creative_bodies
58,3,577906891262107,1.0,Chuffed.org - USA,"BREAKING❗️The true cost of Trump's environmental rollback will be BILLIONS of extra tons of greenhouse gasses threatening our planet. While governments worldwide struggle to meet climate goals, Trump's policies could push us past the point of no return. 

But there's hope. Human rights lawyer Steven Donziger has been fighting Big Oil for decades. He won a landmark $10 billion judgment against Chevron for Amazon pollution.

In retaliation, Chevron had Steven detained for 3 years, sued him for $60 billion and stripped him of his passport.

A pardon is the only way he can continue this fight against Chevron. And it is the only way the Indigenous peoples of Ecuador will be able to secure justice.

With Trump set to take office again, time is running out. We have only a few weeks left to secure a pardon for Steven Donziger before a climate-denying administration takes power, ready to support Big Oil and silence those who stand up to it.

Steven was sued for billions after he won a historic case against Chevron, defending Indigenous Amazon communities devastated by toxic waste. Chevron has used its power to crush him, while Trump’s incoming administration threatens to end any chance of holding them accountable.

Now Steven needs our help to influence President Biden for a pardon to continue his vital work. But he needs our help to make it happen.

Your donation will fund a campaign to pressure the White House for Steven's pardon. With your support, we can:

• Mobilize millions to demand action
• Counter Big Oil's influence in Washington
• Get Steven back in the fight against climate change

We're running out of time. Will you stand with Steven and our planet?

Pardon Donziger 👉 https://chuffed.org/campaign/free-donziger/20241108a5usr
Comment PAY UP when you have donated 
Tag a friend who wants to hold big oil accountable."
58,4,546051704528521,1.0,Chuffed.org - USA,"President Biden is only in office until January, leaving him only a few months left to take action on Steven’s case. It’s more critical than ever that he listens to Steven’s incredible story and his demand for a pardon: 

“I’m Steven Donziger, here with a lot of gratitude and an update on my pardon campaign. 

For those of you just joining, I’m a human rights lawyer who in New York has been helping Amazon Indigenous communities fight Chevron Texaco for 30 years over massive environmental destruction the company caused in Ecuador. Although we secured a landmark $10 billion judgment for the Indigenous peoples, Chevron has never paid even the first dollar. 

Instead, they’ve come after me in a vicious corporate retaliation campaign. They had me locked up at home without trial for over two years, took my passport, and stripped me of my law license without a hearing. 

But I have not stopped fighting. And thanks to your tremendous support, I’m happy to say we’ve built a lot of momentum in the past few months. 

This summer, over 50 civil society petitioned President Biden for my pardon, including Amnesty International, Greenpeace, Amazon Watch, and Global Witness. I’m so grateful to these environmental and human rights organizations who are standing with me and the Amazon communities. 

In mid-June we went directly to the White House. We rallied with so many of you and Rep Cori Bush, Rep Jim McGovern, and Rep Rashida Tlaid as well as friends from Amnesty, Amazon Watch, and Climate Defiance. I was deeply heartened by the support at our rally and also overseas where many of you protested outside of American embassies all over the world. 

We’ve also raised almost $250,000 in the last six months. This is no small feat and is made up of thousands of small donations from people like you who are just as mad as I am at Big Oil. These funds have allowed me to survive by paying legal fees in dealing with Chevron’s attacks. The funds also allow us to build a small staff to support the pardon campaign. 

President Biden is leaving office in January. That’s just a few months away. This is our time to act. We hope to reach those closest to Biden to help secure a pardon. We’re doing as much education as we can and hope to run an ad in leading newspapers to build support and get his attention. 

One of the best parts of this campaign has been meeting people who believe as strongly as I do that corporations should not be allowed to destroy our environment to artificially raise their profits to record levels, as Chevron did in Ecuador. 

Whatever you can do to support our campaign, whether it’s sharing with friends or donating directly, I appreciate your support so much. You can find the full details of my story and ways to donate on my chuffed campaign page. 

Steven Donziger”

Donate today > https://chuffed.org/campaign/free-donziger/avi
Comment PAY UP, BIG OIL when you have donated 
Share this post with someone who wants to hold big oil accountable"
58,5,380884481481405,1.0,Chuffed.org - USA,"“When I first arrived in the Amazon as an idealistic, young man fresh out of law school, what I saw made me outraged. I had heard about evil corporations prioritizing profit for the few over healthy and livable environments for the many. But seeing it first hand was deeply disillusioning. Truly shocking. 

Literal pools of oil everywhere. Oil on people’s skin and clothes, in the water and air, their health, declining rapidly. Such an incredible place of natural beauty and Indigenous lifeways was being systematically poisoned without a second thought by Big Oil. 

I knew I could not turn my back on the people I had met. I resolved then and there to come back as soon as I could with more resources. By the mid 90’s, I had helped put together a team of lawyers both in Ecuador and New York to do battle against Chevron. 

So many of my peers, employed in their first gigs in big law firms, laughed at me. Chevron was one of the most powerful companies in the world. It had a track record of spending millions to attack anyone who dared to challenge it. Asking for billions of dollars of damages from Big Oil for Indigenous peoples and farmers? It seemed like an impossible fight. 

But somehow, with a great team of lawyers in Ecuador and the support of so many around the world, we won. 

We secured a $20 billion judgment in trial, later reduced to just under $10 billion on appeal. It was and still is the biggest environmental judgment ever awarded by a court of law. What a thrill to have gone up against Goliath and have won a truly impactful result for vulnerable peoples who deserved and needed this help! 

But, of course, Chevron has refused to pay. 

Instead, they've come after me with a vicious demonization campaign. The goal is to drive me off the case. Even destroy my ability to work or practice law. And use the example to  send a message of intimidation to other climate activists that anybody who messes with Big Oil will be destroyed. 

The amount of corporate vengeance they’ve directed my way is staggering. They’ve got courts who do their bidding, they’ve thrown money around, they’ve coached witnesses to present false testimony. They’ve used 60 law firms and 2,000 lawyers to attack me and our team.

And to some degree it’s worked - Chevron had me locked up at home and in prison for nearly 3 years. They took my passport, my bank accounts, even my law license. 

I'm refusing to give up.  

I won't let Big Oil silence me or our movement, and I won't disappoint that idealistic young lawyer in these photos. Even after all these years, I still feel the same fire and passion for the Amazon communities and the same rage at Chevron for the destruction and pain they've caused, all in the name of profits. 

Can you help me? 

I have appealed the bogus convictions they leveled at me, but the only realistic way for me to continue this extraordinary fight is to get a pardon from President Biden. He announced he won’t be seeking a second term, so our time is short. 

We only have until January. 

Your donation will help me increase the pressure of my pardon campaign this fall. That will include a direct education campaign with White House officials -- and hopefully a full-page ad in the leading US newspapers. We’ve got to get President Biden’s attention before he leaves office in January. We’ve got to make him understand that thousands of people around the world support the communities of Ecuador and are watching.

Big Oil cannot silence me. They cannot silence the affected communities in Ecuador. They cannot silence our climate movement. We will keep fighting for the environment and holding these money-hungry corporations accountable for the destruction they’ve caused. 

Thank you for your help! 

Steven Donziger”

Donate today > https://chuffed.org/campaign/free-donziger/usv
Comment PAY UP, BIG OIL! when you have donated 
Share this post with someone who wants to hold big oil accountable"
59,1,2620830101587172,1.0,Brighten Report,"Reps. Bresnahan, MacKenzie, & Perry voted for a bill that repeals clean energy tax credits boosting our state’s fastest-growing job sector. These credits have helped more than 158,000 Pennsylvanians cut their energy bills and supported over $277 million in clean energy investment last year alone.

By voting to repeal them, Bresnahan, MacKenzie, and Perry are threatening: 
- Family-sustaining jobs in solar and clean energy
- Lower household energy bills for working families
- The future of Pennsylvania’s growing clean energy economy.

Pennsylvanians deserve leaders who create opportunity - not ones who rip it away."
59,2,1022226019937683,1.0,Defend Solar Manufacturing USA Alliance,"Thousands of good-paying jobs are at risk if Senator Dave McCormick votes to cut American solar manufacturing tax credits in the reconciliation bill. 

Take action – Tell him to fix the bill: stand up for Pennsylvania workers and protect American solar.,Thousands of good-paying jobs are at risk if Senator Dave McCormick votes to cut American solar manufacturing tax credits in the reconciliation bill. 

Take action – Tell him to fix the bill: stand up for Pennsylvania workers and protect American solar."
59,3,1397822394829146,1.0,Defend Solar Manufacturing USA Alliance,"Thousands of good-paying jobs in Alaska and all across America are at risk if Senator Lisa Murkowski votes to cut American solar manufacturing credits in the reconciliation bill. 

Take action – Tell her to fix the bill: stand up for Alaskan workers and protect American solar.,Thousands of good-paying jobs in Alaska and all across America are at risk if Senator Lisa Murkowski votes to cut American solar manufacturing credits in the reconciliation bill. 

Take action – Tell her to fix the bill: stand up for Alaskan workers and protect American solar."
59,4,1555252922119371,1.0,Protect Our Jobs,"Rep. Carey just voted to cut clean energy production, jeopardizing thousands of good-paying jobs like Nick's just to give rich people another tax cut. Tell Rep. Carey to protect clean energy jobs."
59,5,4005177673131607,1.0,Protect Our Jobs,"Rep. Miller-Meeks just voted to cut clean energy production, jeopardizing thousands of good-paying jobs like Nick's just to give rich people another tax cut. Tell Rep. Miller-Meeks to protect clean energy jobs."
60,1,1796109611222835,1.0,Cardinal & Pine,"The clean energy transition has brought tens of thousands of new jobs to North Carolina, as companies race to invest all across the state.

The state has also received billions in federal funding, which is being used to increase large-scale clean power generation, boost EV adoption, improve energy efficiency, make it easier for households to install solar panels, and transition to low- and zero-emission buses to reduce pollution.

Learn more: https://cardinalpine.com/2024/12/06/clean-energy-north-carolina/,The clean energy transition has brought tens of thousands of new jobs to North Carolina, as companies race to invest all across the state.

The state has also received billions in federal funding, which is being used to increase large-scale clean power generation, boost EV adoption, improve energy efficiency, make it easier for households to install solar panels, and transition to low- and zero-emission buses to reduce pollution.

Learn more: https://cardinalpine.com/2024/12/06/clean-energy-north-carolina/,The clean energy transition has brought tens of thousands of new jobs to North Carolina, as companies race to invest all across the state.

The state has also received billions in federal funding, which is being used to increase large-scale clean power generation, boost EV adoption, improve energy efficiency, make it easier for households to install solar panels, and transition to low- and zero-emission buses to reduce pollution.

Learn more: https://cardinalpine.com/2024/12/06/clean-energy-north-carolina/"
60,2,1070750064481136,1.0,Environmental Defense Fund,"“This is a huge decision point for the future of North Carolina,” says EDF expert Will Scott. “An affordable, clean energy future is at our fingertips. We have to seize it before it’s too late.”"
60,3,474878952335052,1.0,The Economic Development Partnership of North Carolina,"With a specialized workforce and ongoing investment in renewable energy, North Carolina is leading the charge with resources that are a natural fit for businesses looking to forge a sustainable future. Download the white paper to learn more about the state’s clean energy commitment."
60,4,1638824377066544,1.0,Carolina Echo,Will North Carolina continue to lead the southeast in clean energy?
60,5,1270640787910990,1.0,Defend Solar Manufacturing USA Alliance,"Thousands of good-paying jobs in North Carolina are at risk if Senator Tillis votes to cut solar manufacturing tax credits in the reconciliation bill. 

Take action – Tell him to fix the bill: stand up for North Carolina workers and protect American solar."
61,1,631892089335263,1.0,Moms Clean Air Force,"""Rhode Island Democrat Sheldon Whitehouse, while not 'confirmed as voting for Kennedy' nevertheless 'appears to be actively considering it.'"" via @newrepublic

This goes against much of what the senator has stood for throughout his career.

#momsactnow"
61,2,1086329103307853,1.0,D'Addario-Burke for Easton,"Honesty and Facts Over Misinformation and Politics

I was raised to believe in honesty and transparency.  As First Selectman, I will always be straightforward with Easton residents.  There have been a lot of passions and misinformation circulating online regarding a proposed high-density development on Plum Tree Lane in both Easton and Trumbull consisting of seventy units.  I believe in educating voters with clear, factual updates about this proposal and how this process works—not stoking fear among residents for political gain.

My Position on Plum Tree:

I am strongly against high-density development of any kind in Easton.  I am firmly against this proposed development.  Let me be clear that when I say that I am for ‘Preservation with Progress,’ progress does NOT mean residential or commercial development of any kind.  ‘Progress’ means a renovated EMS building, upgraded radios for our emergency services, improved recreational facilities (i.e. pickle ball courts), an expanded library, and continued investment in our schools’ infrastructure.  As First Selectman, I would use all the powers at my disposal to fight this or any similar project.

Proposed Project’s Current Status:

The Plum Tree project is far from final.  It will require approval for sewer hookup by the Water Pollution Control Authorities of both Trumbull and Bridgeport.  It will then need approval by the Inland Wetlands boards in both Easton and Trumbull.  Additionally, the Planning and Zoning Commission in both Easton and Trumbull would have to approve the project.  Finally, the project would likely face challenges in Connecticut Superior Court.  In short, there is a lengthy legal and regulatory process still ahead.

Explaining Connecticut’s 8-30g Housing Statute:

This proposal is being pursued under Connecticut’s 8-30g affordable housing statute. Under 8-30g, developers may override certain local zoning regulations in towns where less than 10% of housing qualifies as affordable.  It is my belief that Easton—and similar towns—should be exempt due to our size, rural character, and watershed status.  However, that is not the case until we can successfully change state law.

It is important to understand the challenge 8-30g creates for towns like ours.  Planning & Zoning can only deny an 8-30g project on very narrow grounds—specifically, if the development creates substantial health or safety risks that clearly outweigh the need for affordable housing, and if those concerns are backed by evidence.  General concerns about density, traffic, school impacts, or neighborhood character are not enough.  This makes legal appeals costly and difficult, but not impossible when the facts support the town’s case.

Role of First Selectman in Planning and Zoning Decisions:

It is also critical to clarify what a First Selectman can and cannot do. By law, the First Selectman cannot control the decisions of the Planning & Zoning Commission.  In Easton, the Planning & Zoning Commission is an independent body, and its decisions are final unless appealed to Superior Court by directly affected parties. Neither the First Selectman nor the Board of Selectmen can substitute their judgment for that of P&Z. Any claims to the contrary are misleading the public.  This is one of the many reasons that I strongly and successfully advocated for P&Z to become an elected position.  Easton residents should directly choose these representatives.

Democrats’ Record on Preservation:

Let me also highlight the Bindelglass-D’Addario record on preservation.  For years, some have claimed that Democrats want to “develop Easton.”  The facts show otherwise. In the last six years, we passed a land use ordinance that gave residents — not the Board of Selectmen — final control over the acquisition and sale of town land.  Alongside the Aspetuck Land Trust and the State of Connecticut, we preserved major properties such as South Park (now Kupinse Open Space), Slady Farm, Poindexter, and Lantern Hill.  We reconstituted the Land Acquisition Authority.  As a member of the Planning and Zoning Commission, I voted for regulations to provide a conservation development option for builders that would preserve more open space and offer an alternative to 8-30g applications in Easton.  I also voted to allow accessory use dwellings—in particular the option to deed them affordable which helps Easton work towards an 8-30g moratorium.  Recently, when a statewide housing bill threatened to override local authority, our direct conversations with the Governor and outreach to his office helped secure his veto.  Our approach is action, not rhetoric: preserving land, working with partners, and protecting Easton’s rural character.

My Promise to Easton Residents:

I promise to fight high-density development like the proposed 8-30g Plum Tree project.  However, I will not lie to voters and say that as First Selectman I can stop anything from being built on Plum Tree or any other property.  Frankly, it is not in the powers of the First Selectman or the Board of Selectmen to do so.  Easton can and should make it as difficult and expensive as possible for any developer to try to build high-density development using the 8-30g statute.  I promise that I will fight like hell to ensure that we protect and preserve open space and ensure that Easton’s rural character remains intact.  Further, I will always be straightforward with Easton residents.

Nick D’Addario"
61,3,797128122673580,1.0,Westbrook CT Democratic Town Committee,"Meet Westbrook's 2025 Democratic Candidates.
Election Day 2025 is Tuesday November 4th.
Early voting starts on Monday October 20th!
Check out the rest of our amazing candidates on our website.
https://www.westbrookdems.org/candidates.html"
61,4,1065718822101433,1.0,Abdullah H. Hammoud,"Abdullah Hammoud is running for re-election! As Mayor, he knows how to get things done and will continue to deliver for all Dearborn families.,Abdullah Hammoud is running for re-election! As Mayor, he knows how to get things done and will continue to deliver for all Dearborn families.,Abdullah Hammoud is running for re-election! As Mayor, he knows how to get things done and will continue to deliver for all Dearborn families.,Abdullah Hammoud is running for re-election! As Mayor, he knows how to get things done and will continue to deliver for all Dearborn families."
61,5,752521264450101,1.0,Dr. DeWayne Davis for Minneapolis Mayor,"Minneapolis is full of people who care deeply about our neighbors, the health of our city, and the planet. 

Let’s build a city that reflects that care, together."
62,1,2308370322920214,1.0,NRDC,"America’s Arctic is not for sale.

13 million acres of Arctic wilderness in Alaska is at risk of being opened for oil and gas drilling.

Repealing this regulation will harm wildlife, local communities, and the global climate just to increase profits for the multibillion dollar fossil fuel industry.

Tell Trump’s Department of Interior NO to this harmful repeal by writing a public comment by August 4th.

Credit @eco_og #StopTheArcticSellOff"
62,2,390434614103595,1.0,Earthjustice,"🚨Take action by September 16 to defend polar bears, caribou, birds, and public lands by telling our leaders that we want to #ProtectTheArctic.

Urge the Bureau of Land Management to stand up to Big Oil and Gas and deliver the strongest possible protections for the Western Arctic."
62,3,881236516670374,1.0,NRDC,"Earthly community, let’s turn an unprecedented win into an even bigger win. Make your voice heard during this 60-day open comment period by clicking below! 🥹💚

@NRDC_org

We don’t want the most climate vulnerable place in the entire world to be drilled for oil and gas, and this is our opportunity to permanently keep fossil fuel companies out! We need to protect more pristine wildlands in this area 🐻‍❄️🐐☃️🤍

Credit: @earthlygigi

#arctic#snow#positivenews#sciencenews#environmentaleducation#scienceeducation#legaleducation#caribou#polarbears"
62,4,358758510569731,1.0,League of Conservation Voters,"Lauren Davis: ""Did you know that the White House has announced new protections for 13 million acres of the Western Arctic in Alaska, safeguarding one of the nation’s most beautiful and pristine wilderness areas in the world?

Last year I took a trip to Juneau, Alaska and was completely captivated by all of the beauty Alaska has to offer. While I’ve yet to explore the Arctic firsthand, I can only imagine its breathtaking beauty, and hearing about the dedication to protect this pristine region fills me with hope. Protecting lands and waters from oil and gas development will help reduce greenhouse gas emissions and lessen the impact of climate change. These actions not only prioritize wildlife and local communities, but also uphold America’s commitment to environmental stewardship.

Let’s celebrate this milestone in protecting one of our planet’s most precious treasures."""
62,5,385243387754290,1.0,NRDC,"The Western Arctic has some of the most pristine wildlands in the U.S., where several species—spanning from beluga whales to caribou to even polar bears—rely on the rich resources from this area for their survival. It’s a vast ecological treasure that’s also home to dozens of Indigenous communities. 

In a recent victory, the Biden administration put 10 million acres off-limits to oil and gas leasing across the Western Arctic. However, the work does not stop there. The administration will be accepting public comments on a new plan—one that will aim to protect even more Arctic lands from the exploitative and dangerous practices of the oil industry. Help protect the Arctic: https://action.nrdc.org/letter/3235-special-areas-061624?initms=FBONASAPPETC30624&ms=FBONASAPPETC30624&utm_medium=social&utm_source=facebook&utm_campaign=federal

PHOTOS:
1. Beluga whale - Steven J. Kazlowski/Alamy
2. Colville River - Joel Sartore/Alamy
3. Teshekpuk caribou - Bob Wick/Bureau of Land Management 
4. Teshekpuk Lake - Paul Andrew Lawrence
5. Semipalmated plover - Mark Newman/Getty Images
6. Polar bear - Cheryl Strahl Photography, CC BY-NC 4.0"
63,1,803963871664391,1.0,Kite & Key Media,"Good news about … oil spills?

To view our full category of Bolts, visit the link in our bio. 🔗

#kiteandkeymedia #kiteandkey #learnoninstagram #oil #oilspills #oilspill #tankers #pollution #ocean"
63,2,1776235593315773,1.0,Surfrider Foundation,"The Senate tried to sell our public lands. Now, they are trying to sell off our ocean. Take Action 📣 

The massive budget reconciliation bill, working its way through the Senate, is proposing to sell leases on over 80 million acres of the ocean for new offshore oil and gas drilling — and that’s just in year one. Over the 15-year timeframe, 1.2 BILLION acres of our ocean could be exploited. The bill would also reduce environmental protections while increasing taxpayer-funded federal subsidies to drill off U.S. coasts. It’s an enormous corporate giveaway to the fossil fuel industry that’s already reporting record profits, at the expense of our ocean environment, our climate, and our health.

Every oil spill starts with a lease sale. And every new lease sale locks the U.S. into decades of future offshore oil drilling, which fuels the adverse impacts of climate change. Unique coastal ecosystems from the Gulf of Mexico to Alaska’s Cook Inlet are at risk of being destroyed. These areas support thriving coastal economies, vibrant marine habitats, and a variety of ocean recreation activities, from kayaking, fishing, swimming, and surfing to beach days with your family.

It is crucial for us all to raise our voices in opposition to expanding offshore drilling. Link in bio to take action. #DrillingIsKilling"
63,3,677584674866360,1.0,NRDC,"It’s been 15 years since the Deepwater Horizon oil spill in the Gulf of Mexico—a reminder of how the recklessness of the fossil fuel industry can lead to devastating, long-lasting impacts on marine life and coastal communities. Despite the risks, Big Oil wants to open our oceans to more offshore drilling and leave it to us to clean up their mess."
63,4,1029992211795185,1.0,Earthjustice,"15 years after the BP Deepwater Horizon oil spill, coastal communities and ecosystems are still recovering—and the oil industry is still pushing to expand offshore drilling. Eleven people lost their lives from BP's disaster, which also killed an estimated 25,900 marine mammals, 82,000 birds, and 6,165 sea turtles. It caused $17.2 billion in damage and wiped out 25,000 jobs. Hazmat teams worked to disperse the oil, but the damage lingered for years.

Now, President Trump is illegally pushing to open nearly every U.S. coastline to oil drilling—risking another catastrophe. Earthjustice is suing the Trump administration to stop this unlawful move. ​"
63,5,2319476911752371,1.0,Earthjustice,"Today, we filed the first environmental lawsuit against the new Trump administration. There will be more to come. 

Amid a barrage of anti-environment actions on his first day in office, President Trump issued an order to revoke former president Biden’s protection of millions of acres of ocean from future oil and gas drilling. We’re challenging President Trump’s illegal attempt to sell our public waters to the oil and gas industry."
64,1,577271371517622,1.0,Supervisor Jeff Flores,"🚴🏻You're invited to a ribbon-cutting! 🛣️
 
Grab your friends and family and join me and others for a ribbon-cutting celebration at the Panorama Vista Preserve at East Roberts Lane, celebrating the completion of over a mile of new bike paths and new road construction. Thank you @[100064446682888:2048:Kern County Public Works] for another project completed in #kerncountydistrict3! @[17841407121353044:6057:@yourkerncounty] @[100068873633686:2048:County of Kern, California] @[100064850314122:2048:Panorama Vista Preserve] @[17841402867861535:6057:@panoramavistapreserve]"
64,2,1406167200460202,1.0,Indiana Renewable Energy by EDPR NA,"White County: Our friends at the city of @[100064574507300:2048:Monticello, Indiana] are hosting their upcoming Bowling & Cornhole ""Team Up with ADA"" Event September 13 at Best Bowling Center. 🎳 

Support accessibility in Monticello’s parks – and have a blast while you’re at it. Find more information on the  @[100064574507300:2048:Monticello, Indiana] website. 

Flyer via @[100064574507300:2048:Monticello, Indiana]"
64,3,753623274327621,1.0,Illinois Renewable Energy by EDPR NA,"Tazewell County: The Pumpkin Party of the Century is right around the corner at the @[100064937881907:2048:Morton Pumpkin Festival] 🎃 

From carnival rides to pumpkin pageants, this event has all the fall family fun you won’t want to miss September 10 – 13 in Morton, IL. Find the full lineup of events on their website: mortonpumpkinfestival.org 

Flyer via @[100064937881907:2048:Morton Pumpkin Festival]:"
64,4,750408180946780,1.0,Illinois Renewable Energy by EDPR NA,"Fulton County, we can’t wait to see you in just a couple short weeks at @[100068058581057:2048:Ipava Camp Ellis Days]! This year’s event is September 6. 

🇺🇸 To get in the spirit, swipe for some highlights from last year:"
64,5,1477456026722675,1.0,Indiana Renewable Energy by EDPR NA,"While our Teays River Solar Park team may not have taken home any cornhole titles, it was a banner year at the @[100053814084101:2048:Blackford Co. 4-H & Open Fair] nonetheless. 🏆🍀 

Our time at the fair was filled with fun and camaraderie, from manning a booth and purchasing livestock to attending church service and braving the Mud Crawl. A special thank you to all those who stopped by our booth or said hello throughout the grounds – it was wonderful to see you! We’ll be working on our bean bag tossing skills for next year. 🫘"
65,1,1325617008541642,1.0,Orange County Power Authority,How does renewable energy impact your health?
65,2,1149296413502459,1.0,Clean Up MidAm,"MidAmerican spends millions of dollars trying to convince you that they are a leader in renewable energy, but the facts tell otherwise. Check out the new special report from Reuters to see the real impact of their coal pollution."
65,3,611046511425569,1.0,Iowans for Wind & Solar,Renewables are reliably safer and cleaner than fossil fuels. Investing in wind and solar energy projects is good for our environment and good for human health.
65,4,874573814590888,1.0,Blue Marble Stories,"You've probably heard a lot about renewable energy lately. Solar panels are popping up on rooftops, wind turbines are spinning across landscapes, and everyone seems to be talking about a ""clean energy revolution."" It's exciting stuff. But before we declare victory in the fight against air pollution, let's take a closer look at why renewable energy isn't the ultimate solution… at least not yet.

To read the story, visit: bluemarblestories.com"
65,5,495264392869613,1.0,Kimberly's Page,Renewable energy comes from natural sources that are constantly replenished.  This energy helps lower pollution in our environment and restore natural resources.
66,1,640559872135098,1.0,Virginians for Clean Energy,"Solar is on the rise in Virginia, just take a peek at the stats: In 2023, we produced the equivalent of 5% of our electricity demand from solar, wind and geothermal power, compared to 0% in 2014. We can do better...support solar energy!"
66,2,608966648233226,1.0,Virginians for Clean Energy,"Virginia Tech’s sustainability initiatives continue to grow! This fall, Energy and Utilities in the Division of Facilities added new solar arrays across campus, enhancing Virginia Tech’s renewable energy capacity.  Let's Go Hokies!"
66,3,1839273939931207,1.0,Virginians for Clean Energy,"Although most Virginians support and prefer solar energy, misinformation is keeping more of it from being built. Virginia lawmakers introduced legislation to remove solar-energy installation bans aggravated by county-level moratoriums. Had the law gone forward, localities would not have been able to ban solar projects until they hit 4% of their landmass. Lifting bans can increase dual-use solar projects and solar grazing, which uses livestock to keep a solar panel field's vegetation contained. Farmers can also keep bees on the land to pollinate flowers."
66,4,583308201030847,1.0,Solar United Neighbors,The future of affordable energy in West Virginia Depends on you. Can you join the fight against AEP's attempt to slash solar?
66,5,1044481087632454,1.0,Virginians for Clean Energy,Solar power across Virginia...sounds good to us!
67,1,1049447213816261,1.0,Harvest Hills Wind,"Wind energy is powering a cleaner, more reliable future. With 200 MW of clean electricity, Harvest Hills Wind will strengthen the grid and cut air pollution.

Like our page to stay updated on this clean energy project!"
67,2,1308611133985837,1.0,Illinois Renewable Energy by EDPR NA,"A wind turbine produces energy for about 25 years – and doesn’t release emissions into its surroundings. 🌬️ 

While some steps of a turbine’s life require energy, like materials sourcing, manufacturing, construction, and decommissioning, a 2.0 MW turbine will produce enough power to offset this impact within its first 6 months of operation. 

Source: bit.ly/4mNGIMv"
67,3,1266630988177166,1.0,Generation180,"What do wind turbines think of renewable energy?

Comment ""WIND"" below to get the answer to this clean energy joke🤭 #CleanDadJokes"
67,4,2095812487571604,1.0,Iowans for Wind & Solar,"The American onshore wind industry, built out over several decades, is generating nearly 11% of America’s electricity, making it the largest source of renewable energy and now often exceeding coal-fired generation."
67,5,1184274483417339,1.0,EnergyBoom,"New study published by Columbia Business School stating: ""to dismiss wind’s potential for exponential growth and cutting-edge evolution would be a costly mistake."""
68,1,685300314140680,1.0,Southeastern Wind Coalition,"Offshore wind energy will help reduce pollution and keep our air and water cleaner, improving public health and reducing rates of asthma and cancer.,Offshore wind energy will help reduce pollution and keep our air and water cleaner, improving public health and reducing rates of asthma and cancer."
68,2,1250678656257237,1.0,Brightline Defense Project,"Imagine powering neighborhoods in the Bay with just the wind! Offshore wind turbines have the potential to power entire neighborhoods with clean, renewable energy, all without polluting our air. 🌎

Here at Brightline, we’re excited about how offshore wind could create healthier, cleaner communities in the Bay Area. Curious to learn more? Follow along as we dive into the future of clean energy and what it means for our neighborhoods!"
68,3,1186914179084914,1.0,Alliance to Protect Nantucket Sound,"We need renewable energy, but 3 recent turbine blade failures are a stark warning about the dangers of poorly sited offshore wind. Join nearly 100 stakeholder organizations and tens of thousands of indviduals calling for the designation of Nantucket Sound as a National Historic Landmark. Without it, this treasured body of water remains at risk to future development."
68,4,387624171071904,1.0,Brighten Report,"As more states embark on offshore wind projects, we can all learn from both their failures and successes. 

https://njersy.co/3ALDztu"
68,5,1044096670356525,1.0,Community Offshore Wind,"Hey Brooklyn! Our offshore wind project will connect into Brooklyn to bring you clean energy, good jobs, and healthier communities."
69,1,1822055598649640,1.0,East Setauket Energy Storage,"Battery energy storage systems are increasingly supplied by cheap and abundant renewable energy. During peak usage periods and outages, battery storage can instantly injecting energy into LIPA’s existing electric grid when and where it’s needed. This means more reliable power delivery to homes, schools, hospitals and businesses. ⚡"
69,2,699570059395011,1.0,Only One,"Brookhaven’s energy future depends on YOU.

Proposed Battery Energy Storage System (BESS) projects would make our energy grid more reliable and create jobs for our local community. 

Support local progress by approving BESS permits now.,You can supercharge Brookhaven’s clean energy future.

Battery storage (BESS) projects will help us keep the lights on during power outages, deliver long-term tax revenue for our schools and roads, and create local jobs here in Brookhaven. Demand action from our elected leaders: Approve battery storage today.,Every day we delay proposed Battery Energy Storage System (BESS) projects, Brookhaven stays hooked on outdated gas, coal, and oil-fired power plants.

Say YES to battery storage in Brookhaven >>,💡Keep the lights on in outages

🌎 Cheaper & cleaner energy

🏗️  Jobs & revenue for our community

Don’t let Brookhaven fall behind ➡️ Lead our town forward and approve pending BESS permits."
69,3,585946657413990,1.0,Setauket Energy Storage,"Have you ever counted how many gas stations, charging stations, and electric poles you pass on your way to work? We bet it's quite a few! These energy structures are essential for powering our daily lives. 

Battery Energy Storage is no different. Just like gas stations and electric poles, battery energy storage systems offer numerous benefits that we often take for granted. They help store energy for later use, stabilize the grid, and support the integration of new renewable energy sources. Next time you're on your commute, take a moment to appreciate all the ways we use energy to power our lives!"
69,4,1047856503697112,1.0,East Setauket Energy Storage,"Hello, my name is Thom Rainwater, and I am the Development Director for East Setauket Battery Energy Storage.

I have been working in the renewable energy industry for years and I am excited to share information with all of you about the benefits and opportunities that the facility will provide!

As the development director, my responsibilities include overseeing the project site, permitting process, community engagement opportunities, and construction. I am here as a resource to answer any questions that you might have about battery storage or the facility; you can contact me at info@eastsetauketenergystorage.com."
69,5,1143479510814531,1.0,Arizona G&T Cooperatives,"AzGT utilizes our new Battery Energy Storage Systems (BESS) to store and use renewable energy during peak hours or outages, ensuring low-cost, reliable power all while reducing the carbon footprint. We’re actively shaping a resilient energy landscape for our communities! 
#AzGT"
70,1,1867263194058665,1.0,Ava Community Energy,"Fremont's default electricity plan is changing, but residents have options.,Fremont's default electricity plan is changing, but residents have options.,Fremont's default electricity plan is changing, but residents have options.,Fremont's default electricity plan is changing, but residents have options."
